id,product,campaign_type,campaign,channel,date,conversions
7893,product a,always on,always on,tiktok,2021-02-14,267.3861814
7894,product a,always on,always on,tiktok,2021-02-15,2278.355468
7895,product a,always on,always on,tiktok,2021-02-16,281.3798066
7896,product a,always on,always on,tiktok,2021-02-17,273.9105417
7897,product a,always on,always on,tiktok,2021-02-18,277.4701498
7898,product a,always on,always on,tiktok,2021-02-19,261.0730585
7899,product a,always on,always on,tiktok,2021-02-20,258.6830527
7900,product a,always on,always on,tiktok,2021-02-21,280.528318
7901,product a,always on,always on,tiktok,2021-02-22,2258.942804
7902,product a,always on,always on,tiktok,2021-02-23,269.5448636
7903,product a,always on,always on,tiktok,2021-02-24,287.9063597
7904,product a,always on,always on,tiktok,2021-02-25,268.3473777
7905,product a,always on,always on,tiktok,2021-02-26,274.9792969
7906,product a,always on,always on,tiktok,2021-02-27,266.4714457
7907,product a,always on,always on,tiktok,2021-02-28,263.6453198
7908,product a,always on,always on,tiktok,2021-03-01,2222.951016
7909,product a,always on,always on,tiktok,2021-03-02,268.0859168
7910,product a,always on,always on,tiktok,2021-03-03,271.8169363
7911,product a,always on,always on,tiktok,2021-03-04,269.4655578
7912,product a,always on,always on,tiktok,2021-03-05,282.6252493
7913,product a,always on,always on,tiktok,2021-03-06,266.2409241
7914,product a,always on,always on,tiktok,2021-03-07,284.5628798
7915,product a,always on,always on,tiktok,2021-03-08,2282.897358
7916,product a,always on,always on,tiktok,2021-03-09,274.5331358
7917,product a,always on,always on,tiktok,2021-03-10,267.0462892
7918,product a,always on,always on,tiktok,2021-03-11,263.597378
7919,product a,always on,always on,tiktok,2021-03-12,268.1205514
7920,product a,always on,always on,tiktok,2021-03-13,273.2583337
7921,product a,always on,always on,tiktok,2021-03-14,271.4719812
7922,product a,always on,always on,tiktok,2021-03-15,2199.03333
7923,product a,always on,always on,tiktok,2021-03-16,260.0693399
7924,product a,always on,always on,tiktok,2021-03-17,269.869136
7925,product a,always on,always on,tiktok,2021-03-18,270.0804555
7926,product a,always on,always on,tiktok,2021-03-19,263.4484895
7927,product a,always on,always on,tiktok,2021-03-20,255.8814666
7928,product a,always on,always on,tiktok,2021-03-21,261.5801806
7929,product a,always on,always on,tiktok,2021-03-22,2217.713541
7930,product a,always on,always on,tiktok,2021-03-23,259.5129667
7931,product a,always on,always on,tiktok,2021-03-24,260.1482509
7932,product a,always on,always on,tiktok,2021-03-25,277.0228783
7933,product a,always on,always on,tiktok,2021-03-26,271.14167
7934,product a,always on,always on,tiktok,2021-03-27,252.9171177
7935,product a,always on,always on,tiktok,2021-03-28,272.0423145
7936,product a,always on,always on,tiktok,2021-03-29,2220.221552
7937,product a,always on,always on,tiktok,2021-03-30,275.6227374
7938,product a,always on,always on,tiktok,2021-03-31,274.4669565
7939,product a,always on,always on,tiktok,2021-04-01,247.7359354
7940,product a,always on,always on,tiktok,2021-04-02,268.0382461
7941,product a,always on,always on,tiktok,2021-04-03,252.5528564
7942,product a,always on,always on,tiktok,2021-04-04,256.5980912
7943,product a,always on,always on,tiktok,2021-04-05,2278.013948
7944,product a,always on,always on,tiktok,2021-04-06,271.7691609
7945,product a,always on,always on,tiktok,2021-04-07,265.456806
7946,product a,always on,always on,tiktok,2021-04-08,264.3718787
7947,product a,always on,always on,tiktok,2021-04-09,289.1373066
7948,product a,always on,always on,tiktok,2021-04-10,278.5319092
7949,product a,always on,always on,tiktok,2021-04-11,263.1933136
7950,product a,always on,always on,tiktok,2021-04-12,2255.917558
7951,product a,always on,always on,tiktok,2021-04-13,274.2501197
7952,product a,always on,always on,tiktok,2021-04-14,271.5766303
7953,product a,always on,always on,tiktok,2021-04-15,248.4129111
7954,product a,always on,always on,tiktok,2021-04-16,275.6142586
7955,product a,always on,always on,tiktok,2021-04-17,269.3073005
7956,product a,always on,always on,tiktok,2021-04-18,272.7495674
7957,product a,always on,always on,tiktok,2021-04-19,2249.123865
7958,product a,always on,always on,tiktok,2021-04-20,279.9106993
7959,product a,always on,always on,tiktok,2021-04-21,268.6165361
7960,product a,always on,always on,tiktok,2021-04-22,251.426077
7961,product a,always on,always on,tiktok,2021-04-23,265.1601604
7962,product a,always on,always on,tiktok,2021-04-24,273.1803714
7963,product a,always on,always on,tiktok,2021-04-25,268.9178647
7964,product a,always on,always on,tiktok,2021-04-26,2263.094322
7965,product a,always on,always on,tiktok,2021-04-27,279.8750474
7966,product a,always on,always on,tiktok,2021-04-28,272.6115676
7967,product a,always on,always on,tiktok,2021-04-29,268.2173217
7968,product a,always on,always on,tiktok,2021-04-30,276.754033
7969,product a,always on,always on,tiktok,2021-05-01,262.8553302
7970,product a,always on,always on,tiktok,2021-05-02,259.2972106
7971,product a,always on,always on,tiktok,2021-05-03,2286.845378
7972,product a,always on,always on,tiktok,2021-05-04,279.7444813
7973,product a,always on,always on,tiktok,2021-05-05,271.7896985
7974,product a,always on,always on,tiktok,2021-05-06,276.3294359
7975,product a,always on,always on,tiktok,2021-05-07,273.2730497
7976,product a,always on,always on,tiktok,2021-05-08,264.1269818
7977,product a,always on,always on,tiktok,2021-05-09,253.7323284
7978,product a,always on,always on,tiktok,2021-05-10,2253.844503
7979,product a,always on,always on,tiktok,2021-05-11,280.9974503
7980,product a,always on,always on,tiktok,2021-05-12,262.0439889
7981,product a,always on,always on,tiktok,2021-05-13,270.0356664
7982,product a,always on,always on,tiktok,2021-05-14,276.2921636
7983,product a,always on,always on,tiktok,2021-05-15,254.9346404
7984,product a,always on,always on,tiktok,2021-05-16,270.0323546
7985,product a,always on,always on,tiktok,2021-05-17,2286.859534
7986,product a,always on,always on,tiktok,2021-05-18,270.2607388
7987,product a,always on,always on,tiktok,2021-05-19,269.9340459
7988,product a,always on,always on,tiktok,2021-05-20,277.8921902
7989,product a,always on,always on,tiktok,2021-05-21,274.9647082
7990,product a,always on,always on,tiktok,2021-05-22,263.3254281
7991,product a,always on,always on,tiktok,2021-05-23,275.8307017
7992,product a,always on,always on,tiktok,2021-05-24,2224.544148
7993,product a,always on,always on,tiktok,2021-05-25,260.944168
7994,product a,always on,always on,tiktok,2021-05-26,265.9148299
7995,product a,always on,always on,tiktok,2021-05-27,272.9518103
7996,product a,always on,always on,tiktok,2021-05-28,264.214783
7997,product a,always on,always on,tiktok,2021-05-29,281.4091412
7998,product a,always on,always on,tiktok,2021-05-30,271.2464833
7999,product a,always on,always on,tiktok,2021-05-31,2254.90102
8000,product a,always on,always on,tiktok,2021-06-01,269.8143477
8001,product a,always on,always on,tiktok,2021-06-02,270.8072565
8002,product a,always on,always on,tiktok,2021-06-03,265.1318845
8003,product a,always on,always on,tiktok,2021-06-04,268.2019722
8004,product a,always on,always on,tiktok,2021-06-05,279.9402892
8005,product a,always on,always on,tiktok,2021-06-06,257.3416873
8006,product a,always on,always on,tiktok,2021-06-07,2236.766532
8007,product a,always on,always on,tiktok,2021-06-08,276.7754415
8008,product a,always on,always on,tiktok,2021-06-09,276.3054563
8009,product a,always on,always on,tiktok,2021-06-10,278.6348004
8010,product a,always on,always on,tiktok,2021-06-11,270.0388873
8011,product a,always on,always on,tiktok,2021-06-12,265.6260883
8012,product a,always on,always on,tiktok,2021-06-13,270.4744868
8013,product a,always on,always on,tiktok,2021-06-14,2214.277865
8014,product a,always on,always on,tiktok,2021-06-15,261.5485216
8015,product a,always on,always on,tiktok,2021-06-16,263.5144467
8016,product a,always on,always on,tiktok,2021-06-17,261.6809818
8017,product a,always on,always on,tiktok,2021-06-18,270.6684231
8018,product a,always on,always on,tiktok,2021-06-19,271.3179177
8019,product a,always on,always on,tiktok,2021-06-20,270.3464032
8020,product a,always on,always on,tiktok,2021-06-21,2271.587368
8021,product a,always on,always on,tiktok,2021-06-22,275.0103935
8022,product a,always on,always on,tiktok,2021-06-23,271.7435994
8023,product a,always on,always on,tiktok,2021-06-24,275.3815333
8024,product a,always on,always on,tiktok,2021-06-25,271.8998516
8025,product a,always on,always on,tiktok,2021-06-26,271.5641256
8026,product a,always on,always on,tiktok,2021-06-27,252.5004977
8027,product a,always on,always on,tiktok,2021-06-28,2202.449135
8028,product a,always on,always on,tiktok,2021-06-29,267.009116
8029,product a,always on,always on,tiktok,2021-06-30,257.7849312
8030,product a,always on,always on,tiktok,2021-07-01,253.5229223
8031,product a,always on,always on,tiktok,2021-07-02,265.7655383
8032,product a,always on,always on,tiktok,2021-07-03,275.0221172
8033,product a,always on,always on,tiktok,2021-07-04,277.5893203
8034,product a,always on,always on,tiktok,2021-07-05,2244.214073
8035,product a,always on,always on,tiktok,2021-07-06,276.4622473
8036,product a,always on,always on,tiktok,2021-07-07,267.1853817
8037,product a,always on,always on,tiktok,2021-07-08,274.2916747
8038,product a,always on,always on,tiktok,2021-07-09,261.8828329
8039,product a,always on,always on,tiktok,2021-07-10,279.0061738
8040,product a,always on,always on,tiktok,2021-07-11,270.756028
8041,product a,always on,always on,tiktok,2021-07-12,2239.69636
8042,product a,always on,always on,tiktok,2021-07-13,272.3156673
8043,product a,always on,always on,tiktok,2021-07-14,265.2661942
8044,product a,always on,always on,tiktok,2021-07-15,272.3115971
8045,product a,always on,always on,tiktok,2021-07-16,271.7936991
8046,product a,always on,always on,tiktok,2021-07-17,277.2370023
8047,product a,always on,always on,tiktok,2021-07-18,256.5579221
8048,product a,always on,always on,tiktok,2021-07-19,2246.82982
8049,product a,always on,always on,tiktok,2021-07-20,265.7099561
8050,product a,always on,always on,tiktok,2021-07-21,279.6440419
8051,product a,always on,always on,tiktok,2021-07-22,268.5901935
8052,product a,always on,always on,tiktok,2021-07-23,267.0520594
8053,product a,always on,always on,tiktok,2021-07-24,261.6081805
8054,product a,always on,always on,tiktok,2021-07-25,268.4972854
8055,product a,always on,always on,tiktok,2021-07-26,2262.547217
8056,product a,always on,always on,tiktok,2021-07-27,254.7769284
8057,product a,always on,always on,tiktok,2021-07-28,258.6141337
8058,product a,always on,always on,tiktok,2021-07-29,274.8632767
8059,product a,always on,always on,tiktok,2021-07-30,279.4079247
8060,product a,always on,always on,tiktok,2021-07-31,265.3557503
8061,product a,always on,always on,tiktok,2021-08-01,255.320978
8062,product a,always on,always on,tiktok,2021-08-02,2236.810757
8063,product a,always on,always on,tiktok,2021-08-03,270.8082407
8064,product a,always on,always on,tiktok,2021-08-04,287.9947364
8065,product a,always on,always on,tiktok,2021-08-05,256.0194133
8066,product a,always on,always on,tiktok,2021-08-06,266.6554399
8067,product a,always on,always on,tiktok,2021-08-07,262.6287955
8068,product a,always on,always on,tiktok,2021-08-08,273.7759819
8069,product a,always on,always on,tiktok,2021-08-09,2242.758998
8070,product a,always on,always on,tiktok,2021-08-10,267.3327071
8071,product a,always on,always on,tiktok,2021-08-11,278.425262
8072,product a,always on,always on,tiktok,2021-08-12,286.291516
8073,product a,always on,always on,tiktok,2021-08-13,262.6334072
8074,product a,always on,always on,tiktok,2021-08-14,274.904255
8075,product a,always on,always on,tiktok,2021-08-15,275.1487152
8076,product a,always on,always on,tiktok,2021-08-16,2241.956672
8077,product a,always on,always on,tiktok,2021-08-17,280.2127376
8078,product a,always on,always on,tiktok,2021-08-18,267.2071625
8079,product a,always on,always on,tiktok,2021-08-19,253.3312792
8080,product a,always on,always on,tiktok,2021-08-20,282.2684123
8081,product a,always on,always on,tiktok,2021-08-21,260.6516893
8082,product a,always on,always on,tiktok,2021-08-22,268.2001558
8083,product a,always on,always on,tiktok,2021-08-23,2230.591519
8084,product a,always on,always on,tiktok,2021-08-24,268.9387581
8085,product a,always on,always on,tiktok,2021-08-25,267.3724673
8086,product a,always on,always on,tiktok,2021-08-26,263.4112602
8087,product a,always on,always on,tiktok,2021-08-27,260.4299114
8088,product a,always on,always on,tiktok,2021-08-28,270.2225803
8089,product a,always on,always on,tiktok,2021-08-29,259.6137706
8090,product a,always on,always on,tiktok,2021-08-30,2243.783762
8091,product a,always on,always on,tiktok,2021-08-31,275.6294108
8092,product a,always on,always on,tiktok,2021-09-01,262.4714276
8093,product a,always on,always on,tiktok,2021-09-02,273.666754
8094,product a,always on,always on,tiktok,2021-09-03,260.97883
8095,product a,always on,always on,tiktok,2021-09-04,260.5763135
8096,product a,always on,always on,tiktok,2021-09-05,262.2275139
8097,product a,always on,always on,tiktok,2021-09-06,2218.46776
8098,product a,always on,always on,tiktok,2021-09-07,266.3829331
8099,product a,always on,always on,tiktok,2021-09-08,270.2742737
8100,product a,always on,always on,tiktok,2021-09-09,264.0052142
8101,product a,always on,always on,tiktok,2021-09-10,257.3192143
8102,product a,always on,always on,tiktok,2021-09-11,280.3399741
8103,product a,always on,always on,tiktok,2021-09-12,261.9278241
8104,product a,always on,always on,tiktok,2021-09-13,2194.697347
8105,product a,always on,always on,tiktok,2021-09-14,260.3510809
8106,product a,always on,always on,tiktok,2021-09-15,271.9474262
8107,product a,always on,always on,tiktok,2021-09-16,276.9210135
8108,product a,always on,always on,tiktok,2021-09-17,273.7367851
8109,product a,always on,always on,tiktok,2021-09-18,274.8674082
8110,product a,always on,always on,tiktok,2021-09-19,257.2622057
8111,product a,always on,always on,tiktok,2021-09-20,2222.810554
8112,product a,always on,always on,tiktok,2021-09-21,264.0003122
8113,product a,always on,always on,tiktok,2021-09-22,277.0481782
8114,product a,always on,always on,tiktok,2021-09-23,266.3015737
8115,product a,always on,always on,tiktok,2021-09-24,269.6677427
8116,product a,always on,always on,tiktok,2021-09-25,279.4094983
8117,product a,always on,always on,tiktok,2021-09-26,255.567841
8118,product a,always on,always on,tiktok,2021-09-27,2260.704587
8119,product a,always on,always on,tiktok,2021-09-28,277.6451541
8120,product a,always on,always on,tiktok,2021-09-29,273.8025399
8121,product a,always on,always on,tiktok,2021-09-30,273.2025334
8122,product a,always on,always on,tiktok,2021-10-01,280.5812695
8123,product a,always on,always on,tiktok,2021-10-02,273.9807738
8124,product a,always on,always on,tiktok,2021-10-03,271.9777834
8125,product a,always on,always on,tiktok,2021-10-04,2200.495285
8126,product a,always on,always on,tiktok,2021-10-05,271.7945677
8127,product a,always on,always on,tiktok,2021-10-06,260.9623903
8128,product a,always on,always on,tiktok,2021-10-07,278.5142834
8129,product a,always on,always on,tiktok,2021-10-08,273.9125925
8130,product a,always on,always on,tiktok,2021-10-09,270.4666369
8131,product a,always on,always on,tiktok,2021-10-10,271.672772
8132,product a,always on,always on,tiktok,2021-10-11,2263.82653
8133,product a,always on,always on,tiktok,2021-10-12,286.9543591
8134,product a,always on,always on,tiktok,2021-10-13,264.527994
8135,product a,always on,always on,tiktok,2021-10-14,271.022103
8136,product a,always on,always on,tiktok,2021-10-15,281.5583555
8137,product a,always on,always on,tiktok,2021-10-16,266.1860876
8138,product a,always on,always on,tiktok,2021-10-17,267.4105998
8139,product a,always on,always on,tiktok,2021-10-18,2295.587593
8140,product a,always on,always on,tiktok,2021-10-19,271.6328933
8141,product a,always on,always on,tiktok,2021-10-20,263.6852647
8142,product a,always on,always on,tiktok,2021-10-21,259.5036535
8143,product a,always on,always on,tiktok,2021-10-22,283.1041575
8144,product a,always on,always on,tiktok,2021-10-23,276.1584308
8145,product a,always on,always on,tiktok,2021-10-24,272.0147455
8146,product a,always on,always on,tiktok,2021-10-25,2273.477192
8147,product a,always on,always on,tiktok,2021-10-26,277.613444
8148,product a,always on,always on,tiktok,2021-10-27,255.1372065
8149,product a,always on,always on,tiktok,2021-10-28,276.9802606
8150,product a,always on,always on,tiktok,2021-10-29,261.7754469
8151,product a,always on,always on,tiktok,2021-10-30,276.0118737
8152,product a,always on,always on,tiktok,2021-10-31,261.7492158
8153,product a,always on,always on,tiktok,2021-11-01,2228.079917
8154,product a,always on,always on,tiktok,2021-11-02,272.2138816
8155,product a,always on,always on,tiktok,2021-11-03,269.8337167
8156,product a,always on,always on,tiktok,2021-11-04,268.7844841
8157,product a,always on,always on,tiktok,2021-11-05,283.6033515
8158,product a,always on,always on,tiktok,2021-11-06,269.3981576
8159,product a,always on,always on,tiktok,2021-11-07,277.8112606
8160,product a,always on,always on,tiktok,2021-11-08,2232.765409
8161,product a,always on,always on,tiktok,2021-11-09,267.775941
8162,product a,always on,always on,tiktok,2021-11-10,268.5572471
8163,product a,always on,always on,tiktok,2021-11-11,269.5603654
8164,product a,always on,always on,tiktok,2021-11-12,271.129347
8165,product a,always on,always on,tiktok,2021-11-13,255.0264233
8166,product a,always on,always on,tiktok,2021-11-14,268.3663313
8167,product a,always on,always on,tiktok,2021-11-15,2263.136941
8168,product a,always on,always on,tiktok,2021-11-16,269.1004651
8169,product a,always on,always on,tiktok,2021-11-17,252.1639915
8170,product a,always on,always on,tiktok,2021-11-18,269.98388
8171,product a,always on,always on,tiktok,2021-11-19,271.7733039
8172,product a,always on,always on,tiktok,2021-11-20,272.9354497
8173,product a,always on,always on,tiktok,2021-11-21,283.7539816
8174,product a,always on,always on,tiktok,2021-11-22,2218.050573
8175,product a,always on,always on,tiktok,2021-11-23,283.7319434
8176,product a,always on,always on,tiktok,2021-11-24,270.4141825
8177,product a,always on,always on,tiktok,2021-11-25,267.5276865
8178,product a,always on,always on,tiktok,2021-11-26,274.6802942
8179,product a,always on,always on,tiktok,2021-11-27,280.0378455
8180,product a,always on,always on,tiktok,2021-11-28,277.1815049
8181,product a,always on,always on,tiktok,2021-11-29,2260.919788
8182,product a,always on,always on,tiktok,2021-11-30,270.9778217
8183,product a,always on,always on,tiktok,2021-12-01,268.7224363
8184,product a,always on,always on,tiktok,2021-12-02,268.6734951
8185,product a,always on,always on,tiktok,2021-12-03,258.8955592
8186,product a,always on,always on,tiktok,2021-12-04,276.1009388
8187,product a,always on,always on,tiktok,2021-12-05,280.4264896
8188,product a,always on,always on,tiktok,2021-12-06,2281.578684
8189,product a,always on,always on,tiktok,2021-12-07,262.8464554
8190,product a,always on,always on,tiktok,2021-12-08,272.9509679
8191,product a,always on,always on,tiktok,2021-12-09,263.4117199
8192,product a,always on,always on,tiktok,2021-12-10,259.7353354
8193,product a,always on,always on,tiktok,2021-12-11,267.3576076
8194,product a,always on,always on,tiktok,2021-12-12,276.8653653
8195,product a,always on,always on,tiktok,2021-12-13,2229.886797
8196,product a,always on,always on,tiktok,2021-12-14,281.03715
8197,product a,always on,always on,tiktok,2021-12-15,258.7772452
8198,product a,always on,always on,tiktok,2021-12-16,274.4243665
8199,product a,always on,always on,tiktok,2021-12-17,259.0559404
8200,product a,always on,always on,tiktok,2021-12-18,263.8845059
8201,product a,always on,always on,tiktok,2021-12-19,263.4944159
8202,product a,always on,always on,tiktok,2021-12-20,2227.278259
8203,product a,always on,always on,tiktok,2021-12-21,269.8014794
8204,product a,always on,always on,tiktok,2021-12-22,281.8500983
8205,product a,always on,always on,tiktok,2021-12-23,275.2157734
8206,product a,always on,always on,tiktok,2021-12-24,272.2132047
8207,product a,always on,always on,tiktok,2021-12-25,257.2852768
8208,product a,always on,always on,tiktok,2021-12-26,260.4047281
8209,product a,always on,always on,tiktok,2021-12-27,2212.095476
8210,product a,always on,always on,tiktok,2021-12-28,268.0556692
8211,product a,always on,always on,tiktok,2021-12-29,271.582476
8212,product a,always on,always on,tiktok,2021-12-30,262.4440511
8213,product a,always on,always on,tiktok,2021-12-31,268.603205
8214,product a,always on,always on,tiktok,2022-01-01,269.1781445
8215,product a,always on,always on,tiktok,2022-01-02,265.7265308
8216,product a,always on,always on,tiktok,2022-01-03,2228.798232
8217,product a,always on,always on,tiktok,2022-01-04,266.7510531
8218,product a,always on,always on,tiktok,2022-01-05,275.6633735
8219,product a,always on,always on,tiktok,2022-01-06,258.4064714
8220,product a,always on,always on,tiktok,2022-01-07,271.664654
8221,product a,always on,always on,tiktok,2022-01-08,260.4189432
8222,product a,always on,always on,tiktok,2022-01-09,264.5428684
8223,product a,always on,always on,tiktok,2022-01-10,2235.156385
8224,product a,always on,always on,tiktok,2022-01-11,261.6816915
8225,product a,always on,always on,tiktok,2022-01-12,269.9476562
8226,product a,always on,always on,tiktok,2022-01-13,279.6348398
8227,product a,always on,always on,tiktok,2022-01-14,281.6849167
8228,product a,always on,always on,tiktok,2022-01-15,257.757116
8229,product a,always on,always on,tiktok,2022-01-16,272.867004
8230,product a,always on,always on,tiktok,2022-01-17,2234.881113
8231,product a,always on,always on,tiktok,2022-01-18,271.5299675
8232,product a,always on,always on,tiktok,2022-01-19,272.3614091
8233,product a,always on,always on,tiktok,2022-01-20,261.8957686
8234,product a,always on,always on,tiktok,2022-01-21,272.0773917
8235,product a,always on,always on,tiktok,2022-01-22,261.5040163
8236,product a,always on,always on,tiktok,2022-01-23,279.0118616
8237,product a,always on,always on,tiktok,2022-01-24,2226.927012
8238,product a,always on,always on,tiktok,2022-01-25,273.5994153
8239,product a,always on,always on,tiktok,2022-01-26,254.5104184
8240,product a,always on,always on,tiktok,2022-01-27,278.751439
8241,product a,always on,always on,tiktok,2022-01-28,270.8949336
8242,product a,always on,always on,tiktok,2022-01-29,274.8495676
8243,product a,always on,always on,tiktok,2022-01-30,272.1839708
8244,product a,always on,always on,tiktok,2022-01-31,2236.282354
8245,product a,always on,always on,tiktok,2022-02-01,263.8698391
8246,product a,always on,always on,tiktok,2022-02-02,269.9766218
8247,product a,always on,always on,tiktok,2022-02-03,265.9891972
8248,product a,always on,always on,tiktok,2022-02-04,276.0395353
8249,product a,always on,always on,tiktok,2022-02-05,269.9210524
8250,product a,always on,always on,tiktok,2022-02-06,275.7792271
8251,product a,always on,always on,tiktok,2022-02-07,2207.325487
8252,product a,always on,always on,tiktok,2022-02-08,271.3056472
8253,product a,always on,always on,tiktok,2022-02-09,273.0253688
8254,product a,always on,always on,tiktok,2022-02-10,263.1910109
8255,product a,always on,always on,tiktok,2022-02-11,280.6566928
8256,product a,always on,always on,tiktok,2022-02-12,266.8174841
8257,product a,always on,always on,tiktok,2022-02-13,268.9585436
8258,product a,always on,always on,tiktok,2022-02-14,2234.842649
8259,product a,always on,always on,tiktok,2022-02-15,260.8590548
8260,product a,always on,always on,tiktok,2022-02-16,247.6372345
8261,product a,always on,always on,tiktok,2022-02-17,280.9186314
8262,product a,always on,always on,tiktok,2022-02-18,280.0684658
8263,product a,always on,always on,tiktok,2022-02-19,267.4320303
8264,product a,always on,always on,tiktok,2022-02-20,253.3613493
8265,product a,always on,always on,tiktok,2022-02-21,2232.90856
8266,product a,always on,always on,tiktok,2022-02-22,274.94316
8267,product a,always on,always on,tiktok,2022-02-23,267.0274911
8268,product a,always on,always on,tiktok,2022-02-24,268.8662993
8269,product a,always on,always on,tiktok,2022-02-25,257.6935593
8270,product a,always on,always on,tiktok,2022-02-26,268.7972036
8271,product a,always on,always on,tiktok,2022-02-27,268.7680152
8272,product a,always on,always on,tiktok,2022-02-28,2234.105679
8273,product a,always on,always on,tiktok,2022-03-01,275.7747169
8274,product a,always on,always on,tiktok,2022-03-02,244.0700996
8275,product a,always on,always on,tiktok,2022-03-03,268.4884964
8276,product a,always on,always on,tiktok,2022-03-04,256.9844033
8277,product a,always on,always on,tiktok,2022-03-05,270.7508814
8278,product a,always on,always on,tiktok,2022-03-06,280.77603
8279,product a,always on,always on,tiktok,2022-03-07,2256.188854
8280,product a,always on,always on,tiktok,2022-03-08,258.4274966
8281,product a,always on,always on,tiktok,2022-03-09,255.3097713
8282,product a,always on,always on,tiktok,2022-03-10,256.1347081
8283,product a,always on,always on,tiktok,2022-03-11,271.5067545
8284,product a,always on,always on,tiktok,2022-03-12,260.5159794
8285,product a,always on,always on,tiktok,2022-03-13,278.3685395
8286,product a,always on,always on,tiktok,2022-03-14,2251.864412
8287,product a,always on,always on,tiktok,2022-03-15,278.3289187
8288,product a,always on,always on,tiktok,2022-03-16,275.1522552
8289,product a,always on,always on,tiktok,2022-03-17,263.9421317
8290,product a,always on,always on,tiktok,2022-03-18,275.4427097
8291,product a,always on,always on,tiktok,2022-03-19,269.5293463
8292,product a,always on,always on,tiktok,2022-03-20,273.3725886
8293,product a,always on,always on,tiktok,2022-03-21,2219.276795
8294,product a,always on,always on,tiktok,2022-03-22,255.0964521
8295,product a,always on,always on,tiktok,2022-03-23,264.8342995
8296,product a,always on,always on,tiktok,2022-03-24,274.5283185
8297,product a,always on,always on,tiktok,2022-03-25,270.2272769
8298,product a,always on,always on,tiktok,2022-03-26,284.4395755
8299,product a,always on,always on,tiktok,2022-03-27,260.0448925
8300,product a,always on,always on,tiktok,2022-03-28,2245.160165
8301,product a,always on,always on,tiktok,2022-03-29,273.2615581
8302,product a,always on,always on,tiktok,2022-03-30,275.4787692
8303,product a,always on,always on,tiktok,2022-03-31,259.1409171
8304,product a,always on,always on,tiktok,2022-04-01,267.5764338
8305,product a,always on,always on,tiktok,2022-04-02,269.6169759
8306,product a,always on,always on,tiktok,2022-04-03,272.1538126
8307,product a,always on,always on,tiktok,2022-04-04,2266.988684
8308,product a,always on,always on,tiktok,2022-04-05,265.0745824
8309,product a,always on,always on,tiktok,2022-04-06,262.5707911
8310,product a,always on,always on,tiktok,2022-04-07,280.0590769
8311,product a,always on,always on,tiktok,2022-04-08,275.9186037
8312,product a,always on,always on,tiktok,2022-04-09,272.224454
8313,product a,always on,always on,tiktok,2022-04-10,278.5726197
8314,product a,always on,always on,tiktok,2022-04-11,2267.584121
8315,product a,always on,always on,tiktok,2022-04-12,272.7831878
8316,product a,always on,always on,tiktok,2022-04-13,277.8092092
8317,product a,always on,always on,tiktok,2022-04-14,277.5353003
8318,product a,always on,always on,tiktok,2022-04-15,282.8738054
8319,product a,always on,always on,tiktok,2022-04-16,264.187143
8320,product a,always on,always on,tiktok,2022-04-17,278.1920374
8321,product a,always on,always on,tiktok,2022-04-18,2257.640947
8322,product a,always on,always on,tiktok,2022-04-19,262.2870255
8323,product a,always on,always on,tiktok,2022-04-20,261.3374816
8324,product a,always on,always on,tiktok,2022-04-21,283.317373
8325,product a,always on,always on,tiktok,2022-04-22,278.445438
8326,product a,always on,always on,tiktok,2022-04-23,273.2482721
8327,product a,always on,always on,tiktok,2022-04-24,265.1705971
8328,product a,always on,always on,tiktok,2022-04-25,2237.724573
8329,product a,always on,always on,tiktok,2022-04-26,264.2677527
8330,product a,always on,always on,tiktok,2022-04-27,262.6275674
8331,product a,always on,always on,tiktok,2022-04-28,265.0817713
8332,product a,always on,always on,tiktok,2022-04-29,269.199976
8333,product a,always on,always on,tiktok,2022-04-30,265.8405699
8334,product a,always on,always on,tiktok,2022-05-01,278.4721367
8335,product a,always on,always on,tiktok,2022-05-02,2201.612345
8336,product a,always on,always on,tiktok,2022-05-03,269.7240992
8337,product a,always on,always on,tiktok,2022-05-04,272.983832
8338,product a,always on,always on,tiktok,2022-05-05,276.2426067
8339,product a,always on,always on,tiktok,2022-05-06,275.4542156
8340,product a,always on,always on,tiktok,2022-05-07,261.4059308
8341,product a,always on,always on,tiktok,2022-05-08,257.3496663
8342,product a,always on,always on,tiktok,2022-05-09,2189.149906
8343,product a,always on,always on,tiktok,2022-05-10,264.6300361
8344,product a,always on,always on,tiktok,2022-05-11,254.3711339
8345,product a,always on,always on,tiktok,2022-05-12,267.7996748
8346,product a,always on,always on,tiktok,2022-05-13,258.5990871
8347,product a,always on,always on,tiktok,2022-05-14,263.4786438
8348,product a,always on,always on,tiktok,2022-05-15,267.6987849
8349,product a,always on,always on,tiktok,2022-05-16,2180.902723
8350,product a,always on,always on,tiktok,2022-05-17,280.9453411
8351,product a,always on,always on,tiktok,2022-05-18,259.1859842
8352,product a,always on,always on,tiktok,2022-05-19,260.9618648
8353,product a,always on,always on,tiktok,2022-05-20,264.3805737
8354,product a,always on,always on,tiktok,2022-05-21,281.6817706
8355,product a,always on,always on,tiktok,2022-05-22,255.4915046
8356,product a,always on,always on,tiktok,2022-05-23,2248.345326
8357,product a,always on,always on,tiktok,2022-05-24,273.1206666
8358,product a,always on,always on,tiktok,2022-05-25,273.4005279
8359,product a,always on,always on,tiktok,2022-05-26,268.2146325
